Hotel_Name,review_title,review_positive,review_negative,Reviewer_Score,date
"
Hotel
Dakota Manchester
","
Exceptional
","Great staff, nice rooms","Check in takes a while, booking through booking.com meant I got so many emails after booking", 10 ,"
February 2021
"
"
Hotel
Dakota Manchester
","
Exceptional
","Clean and friendly comfort was unreal 
","Nothing all amazing 
Bigger car park would be nice but no complaints 
", 10 ,"
January 2021
"
"
Hotel
Dakota Manchester
","
Comfort, style and friendliness in a location which is great for the station.
","Very friendly and efficient front desk staff. Extremely comfortable room, with nice lighting options and a very comfy bed.",No complaints at all. It was during a period of lockdown so obviously I am unable to comment on what looked like it might be a very nice bar. Hope to return to sample it some time in the not too distant future., 9.0 ,"
December 2020
"
"
Hotel
Dakota Manchester
","
It was functional because of COVID
","Location fine 
Breakfast did not have.",N/a, 10 ,"
December 2020
"
"
Hotel
Dakota Manchester
","
We will be back! Exceptional service & food
","The room service breakfast was really really good - and was exceptional value for money.  Well done!  We visit Manchester quite often as our daughter is at uni there and we always choose the Dakota as we think it is exceptional, from the staff, the design/lighting levels, the rooms - we just love it!",, 10 ,"
December 2020
"
"
Hotel
Dakota Manchester
","
Exceptional
","Staff lovely, and brand new hotel. Lovely interior",No issues, 10 ,"
October 2020
"
"
Hotel
Dakota Manchester
","
Stayed in July 2020 and been back 7 times since. Addicted to this place x
",This hotel is unbelievable x,Nothing x, 10 ,"
December 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Short break
",A really nice hotel great location the most comfortable bed iv ever slept in the room very well appointed very clean and relaxing the staff are so polite and helpful .we really enjoyed our stay .,Nothing at all, 10 ,"
December 2019
"
"
Hotel
Macdonald Manchester Hotel
","
Superb
",Shower and bed,, 9.0 ,"
March 2021
"
"
Hotel
Macdonald Manchester Hotel
","
Nice quiet hotel
","The room was nice and spacious. I really enjoy the huge windows.
The hotel took all my requests into consideration.
Breakfast was lovely and on time every morning",The room was not as clean as I expected. surfaces were a little dusty and I found a couple of hair here and there., 8.0 ,"
February 2021
"
"
Hotel
Macdonald Manchester Hotel
","
Good
","Room and general service was really good. Room was huge, clean with great facilities. Nice views and the room wasn't too hot like almost all other hotels which was good.","I appreciate that there are plenty of covid restrictions in place and therefore breakfast is room service only. Absolutely no issues with that. However, given you can only travel for work purposes only I thought the earliest option for breakfast at 08:00 was a bit late considering I had to get to work.", 7.0 ,"
December 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Short so didn’t make use of food or leisure but met needs as an overnight stop. Staff fantastic.
",Didn’t have breakfast. Room size and bathroom were great. Lovely shower. Staff super on every occasion.,"Damage to room door was a bit off putting as a first impression. Room was very clean but not perfect. A couple of plastic tags on the floor and some paper that had got wet stuck to a surface - not a huge issue but not the best first impression. 
Parking expensive.", 8.0 ,"
November 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Great stay!
","Swift check in, staff all very polite and helpful. Room was spotless and tidy. Even through these crazy times of covid we felt at ease and calm within the hotel. ",, 9.0 ,"
October 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Superb
",Lovely big room,Parking charge of £25 too expensive and staff didnt tell us even when asked that same amount if hours parking for £4.00 100 yards away !!! , 9.0 ,"
November 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Perfect location next to the station and close to the city centre
",Location,Breakfast, 9.0 ,"
October 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Superb
",great location nice and clean helpful staff ,, 9.0 ,"
October 2020
"
"
Hotel
Macdonald Manchester Hotel
","
Comfy hotel next to Picadilly
","Location, safe parking (£25 extra though 😔)
comfy , limited facilities due to covid (no spa)",, 7.0 ,"
October 2020
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Excellent stay
",Location is excellent walking distance to most things,Shower was small, 10 ,"
December 2019
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Excellent location and very friendly staff!
","An excellent location for the city centre. The biggest selling point for any future stays was the wonderful service received from all the staff, especially Julie and George who were extremely helpful. 
After a fairly hectic and long day my colleague and I needed a quiet space to debrief, George very kindly offered us complimentary access to the club lounge, which was greatly appreciated.",N/A, 10 ,"
March 2021
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Exceptional
",The bed was really comfortable and the room was very clean and very modern,Brilliant hotel rooms are gret, 10 ,"
March 2021
"
"
Hotel
Crowne Plaza Manchester City Centre
","
I cant wait to visit crowne plaza again
","The staff were very warm, welcoming and professional 
Its like you could see them smiling underneath the mask
The room was very refreshing and comfortable 
The hotel followed the covid-19 infection controls on point","I cant fault a thing, thanks for having me
I didnt like fact i couldnt stay longer due to work commitments and lockdown rules
(Parking costs may be an issue with some customers but I felt it was convenient since the hotel is right at the centre of Manchester", 10 ,"
February 2021
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Very good
",The food was fantastic and the reception staff were always on hand to help.,The fact that there is no car park directly linked to the hotel., 8.0 ,"
February 2021
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Superb
","The staff on reception were so friendly and helpful. We had to request an extra night due to the fact that we couldn’t move into our new home immediately. As it was urgent and we were literally homeless, after some consultation with their management team, they managed to arrange this!
Room was very comfortable and clean. The location was excellent!","Obviously, due to COVID, we had to have breakfast delivered to our room and the hotel wasn’t buzzing but that was the only downside and certainly not a criticism.", 9.0 ,"
December 2020
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Very good
",The room was ideal with a fab view,We were in tier 3 lockdown so unable to eat out, 8.0 ,"
December 2020
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Lovely Hotel
",Lovely hotel very friendly staff rooms comfy and very clean and the breakfast was brilliant ,Heating in first room didn't work but we was moved , 10 ,"
December 2020
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Nice one
",Good stay,Nothing, 9.0 ,"
January 2021
"
"
Hotel
Crowne Plaza Manchester City Centre
","
Crowne Plaza Manchester City Centre is wonderful hotel
",Staffs are very helpful and considerate. Breakfast is excellent indeed. I would highly recommend this hotel to my friends.,, 10 ,"
January 2021
"
"
Hotel
ibis Styles Manchester Portland
","
It was a good choice. Will definitely stay there again.
","Great combination of quality and price. Rooms are   modern, comfortable  and well designed. Nice location. Friendly staff.",, 10 ,"
September 2020
"
"
Hotel
ibis Styles Manchester Portland
","
Very good
",Clean and comfortable,Noisy neighbours, 8.0 ,"
March 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Superb
",Girls on reception and their kindnes,Broken climatization, 9.0 ,"
March 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Excellent, would stay again!
","It was lovely. I was staying as I had an emergency and my girlfriend and I were stuck in Manchester, and the staff helped me feel a lot calmer about the situation.",I liked the staff and room service facilities., 9.0 ,"
February 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Very good
",Very friendly staff,, 8.0 ,"
February 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Superb
",Location was great as just around the corner from piccadilly train station. The value for money was amazing.,TV had barely any channels., 9.0 ,"
January 2021
"
"
Hotel
ibis Styles Manchester Portland
","
The staff were lovely, the hotel was clean and the rooms were great, but heating didn't work.
","My first room was freezing cold, and the heating unit didn't work properly, and after an hour of having it on at 28 degrees, it was barely putting out any warm air at all, so I requested to be moved to another room. This was done very quickly, I'm happy to say, and initially, the heating unit in the next room was ok, but eventually, that too, just started outputting cold air, even though it was set at its warmest setting of 28 degrees. By the middle of the night, I was shivering, and I had to wear tracksuit bottoms over my pyjama bottoms, a jumper, socks, woolly gloves, and a woolly hat, to keep warm. I could barely sleep, it was so cold.
The staff were lovely, the hotel was clean and the rooms were great, it's just that the heating units really didn't work at all, in either of the two rooms I was given. Shame.",The heating in the rooms. Was freezing., 8.0 ,"
February 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Basic but nice hotel, cheap rates
",Great price for the location,Walls were pretty thin but didn't really affect me (just head some snoring next door), 8.0 ,"
February 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Very good
",,My flight was scheduled one day earlier and I checked out one day earlier but booking and the hotel were not cooperative and didn' t refund me the last day, 8.0 ,"
February 2021
"
"
Hotel
ibis Styles Manchester Portland
","
Superb
",Friendly staff and good location ,, 9.0 ,"
January 2021
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Everything you want in a prime location in Manchester
",The relaxed atmosphere and nothing too much trouble. The staff are very attentive without being imposing and I observed the good working relationship in the restaurant with multiple staff attending to any one table which gave everyone a nice meal without any waiting.,"No Spa, No masseuse like other 5 star hotels but everything else was as good as or better.", 10 ,"
January 2020
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Amazing!
","Very clean! Pens are sanitised after use and there's plenty of hand sanitization stations across the hotel.
Staff if super friendly and the bed was very comfortable.",Everything was up to standard., 10 ,"
March 2021
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Superb
",,-, 9.0 ,"
February 2021
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Exceptional
",Nice and clean room. Lot of space.  Speakers in the shower to listen to music. Very friendly staff.,Everything perfect!!, 10 ,"
February 2021
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Brilliant
","Everything was extremely perfect
Brilliant staff
Clean hotel
Lovely food ",Nothing, 10 ,"
December 2020
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Fabulous
",Brilliant from start to finish very helpful staff,, 10 ,"
January 2021
"
"
Hotel
Hotel Indigo Manchester - Victoria Station
","
Some minor issues however would stay again
","The location was superb, lovely stylish hotel and polite staff. Would definitely stay again",Would have liked a different view and we had issues with our tv and when we called reception he said he didn’t know what to do and the issue wasn’t resolved, 9.0 ,"
December 2020
"
